City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Luanda,AO,2021-11-08 05:47:06,-8.8368,13.2343,75.56,80,79,4.88
291,Uppsala,SE,2021-11-08 05:47:06,60.0,17.75,33.42,95,90,11.5
292,Hanyang,CN,2021-11-08 05:47:06,32.1371,105.5126,48.85,50,64,1.86
293,Srivardhan,IN,2021-11-08 05:47:06,18.0333,73.0167,85.28,49,99,3.4
294,Ruteng,ID,2021-11-08 05:47:07,-8.6136,120.4721,71.98,81,77,0.72
295,Prattville,US,2021-11-08 05:42:20,32.464,-86.4597,49.24,96,1,0.0
296,Ambon,ID,2021-11-08 05:47:07,-3.6954,128.1814,86.14,74,40,5.75
297,Oriximina,BR,2021-11-08 05:46:43,-1.7656,-55.8661,74.7,93,91,2.75
298,Orapa,BW,2021-11-08 05:47:08,-21.2833,25.3667,83.17,34,78,1.59
299,Mae Hong Son,TH,2021-11-08 05:47:08,19.3003,97.9685,86.14,70,20,3.44
300,Fort-Shevchenko,KZ,2021-11-08 05:47:08,44.5086,50.263,53.92,80,62,10.11
301,Katobu,ID,2021-11-08 05:47:09,-4.9408,122.5276,89.29,60,100,0.83
302,Lakes Entrance,AU,2021-11-08 05:43:23,-37.8811,147.981,57.58,75,100,7.11
303,Chabahar,IR,2021-11-08 05:47:09,25.2919,60.643,79.25,40,0,1.5
304,Panzhihua,CN,2021-11-08 05:47:10,26.5851,101.7128,65.55,48,6,1.77
305,Olovyannaya,RU,2021-11-08 05:47:10,50.95,115.5667,29.07,49,8,6.02
306,Umm Kaddadah,SD,2021-11-08 05:47:10,13.6017,26.6876,79.14,20,3,17.36
307,Assiniboia,CA,2021-11-08 05:47:10,49.6334,-105.9845,33.71,55,0,16.11
308,Ekuvukeni,ZA,2021-11-08 05:47:11,-28.4675,30.1551,74.8,52,100,8.77
309,Vestmannaeyjar,IS,2021-11-08 05:47:11,63.4427,-20.2734,44.98,83,92,28.95
310,Buala,SB,2021-11-08 05:43:30,-8.145,159.5921,84.99,59,56,5.39
311,Mendoza,AR,2021-11-08 05:43:15,-32.8908,-68.8272,63.93,55,0,3.44
312,Beloha,MG,2021-11-08 05:42:46,-25.1667,45.05,91.33,26,33,5.41
313,Husavik,IS,2021-11-08 05:47:12,66.0449,-17.3389,31.91,90,100,13.42
314,Tuy Hoa,VN,2021-11-08 05:47:12,13.0833,109.3,81.01,85,46,13.87
315,Port Blair,IN,2021-11-08 05:47:12,11.6667,92.75,83.75,76,100,11.45
316,Shasta Lake,US,2021-11-08 05:47:13,40.6804,-122.3708,43.86,79,25,4.59
317,Nyuksenitsa,RU,2021-11-08 05:47:13,60.4128,44.2397,33.08,98,100,5.48
318,Saint Anthony,US,2021-11-08 05:45:55,45.0205,-93.218,53.53,89,1,0.0
319,Cherskiy,RU,2021-11-08 05:44:06,68.75,161.3,-3.06,100,89,5.75
320,Erzurum,TR,2021-11-08 05:47:14,40.0,41.5,33.48,59,70,1.83
321,Bulawayo,ZW,2021-11-08 05:43:47,-20.15,28.5833,84.22,19,5,11.07
322,Cascais,PT,2021-11-08 05:48:14,38.6979,-9.4215,54.75,60,45,5.01
323,Jinxiang,CN,2021-11-08 05:48:14,27.4327,120.6062,61.09,55,34,15.3
324,Chenghai,CN,2021-11-08 05:48:15,23.4632,116.768,64.31,59,0,15.66
325,Chala,TZ,2021-11-08 05:48:15,-7.5833,31.2667,72.09,33,72,10.29
326,Anadyr,RU,2021-11-08 05:48:15,64.75,177.4833,23.5,93,40,13.42
327,Ciudad Bolivar,VE,2021-11-08 05:48:16,8.1222,-63.5497,75.51,90,100,7.23
328,Ponferrada,ES,2021-11-08 05:48:16,42.5466,-6.5962,53.1,80,95,0.29
329,Burhaniye,TR,2021-11-08 05:48:16,39.5004,26.9727,55.26,93,44,2.3
330,Olafsvik,IS,2021-11-08 05:48:16,64.8945,-23.7142,39.43,93,100,24.36
331,Tongren,CN,2021-11-08 05:44:58,27.7172,109.1853,54.28,66,67,3.69
332,Batemans Bay,AU,2021-11-08 05:47:52,-35.7167,150.1833,72.19,90,95,10.18
333,Huayang,CN,2021-11-08 05:48:17,34.4155,109.9939,32.81,49,0,6.17
334,Norman Wells,CA,2021-11-08 05:48:17,65.282,-126.8329,12.24,85,90,8.05
335,Dogondoutchi,NE,2021-11-08 05:48:18,13.6393,4.0287,78.76,21,36,7.38
336,Touros,BR,2021-11-08 05:48:18,-5.1989,-35.4608,77.9,79,65,10.22
337,Xichang,CN,2021-11-08 05:44:50,27.8964,102.2634,54.77,62,89,3.24
338,Khatanga,RU,2021-11-08 05:48:18,71.9667,102.5,-1.75,99,98,7.31
339,San Felipe,VE,2021-11-08 05:48:19,10.3399,-68.7425,74.08,92,81,3.02
340,Balkanabat,TM,2021-11-08 05:48:19,39.5108,54.3671,50.23,43,0,1.72
341,Havre-Saint-Pierre,CA,2021-11-08 05:48:19,50.2334,-63.5986,44.6,93,90,5.75
342,Labuhan,ID,2021-11-08 05:48:20,-6.8844,112.2051,88.74,57,100,7.43
343,Ayagoz,KZ,2021-11-08 05:48:20,47.9714,80.4392,26.47,64,14,3.67
344,Gorkovskiy,RU,2021-11-08 05:48:20,45.6542,41.199,53.96,79,100,7.14
345,Jumla,NP,2021-11-08 05:48:21,29.2747,82.1838,63.52,19,0,6.15
346,Longyearbyen,SJ,2021-11-08 05:48:21,78.2186,15.6401,12.04,79,75,6.91
347,Flinders,AU,2021-11-08 05:48:21,-34.5833,150.8552,73.2,81,36,3.0
348,Howard Springs,AU,2021-11-08 05:48:22,-12.497,131.047,96.98,65,63,10.16
349,Amazar,RU,2021-11-08 05:48:22,53.858,120.875,22.95,44,0,3.44
350,Shimoda,JP,2021-11-08 05:48:22,34.6667,138.95,68.36,61,65,20.71
351,Pevek,RU,2021-11-08 05:48:23,69.7008,170.3133,14.79,77,85,20.31
352,Stokmarknes,NO,2021-11-08 05:48:23,68.5646,14.9108,33.39,93,90,1.14
353,Curug,ID,2021-11-08 05:48:23,-6.2658,106.5564,89.38,66,40,9.22
354,Anloga,GH,2021-11-08 05:48:24,5.7947,0.8973,75.42,79,75,9.35
355,Araxa,BR,2021-11-08 05:47:06,-19.5933,-46.9406,64.96,92,73,1.23
356,Caravelas,BR,2021-11-08 05:48:24,-17.7125,-39.2481,71.78,86,65,2.86
357,Ostrovnoy,RU,2021-11-08 05:48:24,68.0531,39.5131,19.63,96,99,11.23
358,Dombarovskiy,RU,2021-11-08 05:48:25,50.7587,59.5386,37.98,48,95,7.56
359,Lasa,IT,2021-11-08 05:48:25,46.6166,10.7002,40.08,84,64,6.08
360,Leo,BF,2021-11-08 05:48:25,11.1,-2.1,74.53,47,15,5.7
361,Port-Gentil,GA,2021-11-08 05:48:26,-0.7193,8.7815,76.96,94,75,8.05
362,Liverpool,GB,2021-11-08 05:47:27,53.4106,-2.9779,48.67,85,88,1.01
363,Boguchany,RU,2021-11-08 05:48:26,58.3814,97.4531,32.54,82,100,13.91
364,Maxixe,MZ,2021-11-08 05:48:26,-23.8597,35.3472,78.62,88,40,7.0
365,Nanning,CN,2021-11-08 05:48:27,22.8167,108.3167,61.25,43,51,10.49
366,Cairns,AU,2021-11-08 05:48:27,-16.9167,145.7667,94.06,69,40,9.22
367,Vao,NC,2021-11-08 05:48:27,-22.6667,167.4833,72.93,63,20,8.25
368,Tilichiki,RU,2021-11-08 05:48:28,60.4667,166.1,28.72,99,100,8.01
369,Dwarka,IN,2021-11-08 05:48:28,22.2394,68.9678,85.46,38,49,14.72
370,Agar,IN,2021-11-08 05:49:28,23.7,76.0167,81.1,27,31,8.03
371,Hervey Bay,AU,2021-11-08 05:49:29,-25.2986,152.8535,80.04,89,94,17.31
372,Talaya,RU,2021-11-08 05:49:29,61.3833,152.75,6.35,97,100,6.13
373,Terney,RU,2021-11-08 05:49:29,45.0503,136.6092,43.65,51,96,5.61
374,Butembo,CD,2021-11-08 05:49:30,0.15,29.2833,67.84,68,88,1.79
375,Barma,SL,2021-11-08 05:49:30,8.35,-11.3333,71.29,99,90,1.79
376,Guarapari,BR,2021-11-08 05:49:30,-20.6667,-40.4975,70.9,83,98,5.41
377,Matamoros,MX,2021-11-08 05:49:31,25.5333,-103.25,62.01,33,1,1.43
378,Gat,IL,2021-11-08 05:49:01,31.61,34.7642,77.4,24,1,3.02
379,Te Anau,NZ,2021-11-08 05:49:31,-45.4167,167.7167,64.49,59,91,3.98
380,Kamenka,RU,2021-11-08 05:49:31,51.3223,42.7678,42.4,83,100,11.18
381,Wanlaweyn,SO,2021-11-08 05:49:32,2.6185,44.8938,84.4,55,94,8.39
382,Tarakan,ID,2021-11-08 05:49:32,3.3,117.6333,78.3,94,75,4.61
383,Hobyo,SO,2021-11-08 05:49:32,5.3505,48.5268,82.33,59,56,12.73
384,Ahipara,NZ,2021-11-08 05:49:33,-35.1667,173.1667,63.3,87,51,4.32
385,Vagay,RU,2021-11-08 05:49:33,57.9375,69.0217,34.72,93,100,11.18
386,Qaqortoq,GL,2021-11-08 05:49:33,60.7167,-46.0333,30.7,86,99,3.2
387,Sorland,NO,2021-11-08 05:49:33,67.667,12.6934,32.07,55,98,15.59
388,Nelson Bay,AU,2021-11-08 05:49:34,-32.7167,152.15,76.75,86,42,6.67
389,Ust-Nera,RU,2021-11-08 05:49:34,64.5667,143.2,-21.77,98,59,5.5
390,Jijiga,ET,2021-11-08 05:49:35,9.35,42.8,70.3,25,4,4.52
391,Guaymas,MX,2021-11-08 05:49:35,27.9333,-110.9,71.87,45,55,2.68
392,Ibra,OM,2021-11-08 05:49:35,22.6906,58.5334,80.51,31,0,3.31
393,Guilin,CN,2021-11-08 05:49:36,25.2819,110.2864,55.51,49,83,11.43
394,Porto Nacional,BR,2021-11-08 05:47:28,-10.7081,-48.4172,77.0,91,100,2.3
395,Oktyabrskiy,RU,2021-11-08 05:49:36,54.4815,53.471,35.4,84,62,8.03
396,Mareeba,AU,2021-11-08 05:49:36,-17.0,145.4333,89.44,56,76,7.16
397,San Quintin,MX,2021-11-08 05:49:37,30.4833,-115.95,60.31,88,12,2.55
398,Karaton,ID,2021-11-08 05:49:37,-6.3424,106.1045,87.96,65,99,3.31
399,Gashua,NG,2021-11-08 05:49:37,12.871,11.0482,78.03,20,8,7.56
400,Amapa,BR,2021-11-08 05:49:38,1.0,-52.0,71.76,99,100,1.88
401,Tiznit,MA,2021-11-08 05:49:38,29.5833,-9.5,52.63,40,0,6.4
402,Mayor Pablo Lagerenza,PY,2021-11-08 05:49:38,-19.9309,-60.7718,65.23,79,100,5.12
403,Moskovskiy,RU,2021-11-08 05:49:38,55.5991,37.355,42.78,84,75,11.18
404,Dawlatabad,AF,2021-11-08 05:49:39,36.4141,64.9053,45.52,58,100,5.41
405,Pangnirtung,CA,2021-11-08 05:49:39,66.1451,-65.7125,7.65,77,22,6.33
406,Ha Giang,VN,2021-11-08 05:49:39,22.8333,104.9833,66.06,66,100,1.72
407,Pacific Grove,US,2021-11-08 05:49:40,36.6177,-121.9166,53.65,82,1,1.01
408,Caldwell,US,2021-11-08 05:45:08,43.6629,-116.6874,38.91,70,1,4.61
409,Coquimbo,CL,2021-11-08 05:49:40,-29.9533,-71.3436,55.13,87,0,3.44
410,Shingu,JP,2021-11-08 05:49:40,33.7333,135.9833,74.39,75,54,17.63
411,Abha,SA,2021-11-08 05:49:41,18.2164,42.5053,61.05,36,0,0.0
412,La Paz,BO,2021-11-08 05:45:03,-16.5,-68.15,46.38,56,96,2.3
413,Kourou,GF,2021-11-08 05:49:41,5.1552,-52.6478,80.11,90,99,7.76
414,Torbay,CA,2021-11-08 05:49:41,47.6666,-52.7314,47.26,87,90,13.8
415,Qandala,SO,2021-11-08 05:49:42,11.472,49.8728,81.93,46,38,7.43
416,Wladyslawowo,PL,2021-11-08 05:49:42,54.7909,18.4009,45.95,82,95,9.55
417,Tumbagaan,PH,2021-11-08 05:50:42,5.3656,120.3139,84.83,75,28,8.81
418,Mandera,KE,2021-11-08 05:50:43,3.9366,41.867,82.92,58,38,9.64
419,Bujaru,BR,2021-11-08 05:50:43,-1.515,-48.0447,78.82,97,34,2.46
420,Linxia,CN,2021-11-08 05:50:43,35.6003,103.2064,34.05,43,93,1.77
421,Paamiut,GL,2021-11-08 05:50:44,61.994,-49.6678,20.71,68,17,9.53
422,Phalaborwa,ZA,2021-11-08 05:50:44,-23.943,31.1411,72.68,53,46,9.31
423,Clyde River,CA,2021-11-08 05:50:44,70.4692,-68.5914,10.08,91,49,11.41
424,Nizhniy Tsasuchey,RU,2021-11-08 05:50:44,50.5167,115.1333,31.41,47,9,9.22
425,Maturin,VE,2021-11-08 05:50:45,9.75,-63.1767,71.69,98,45,3.6
426,Puerto Leguizamo,CO,2021-11-08 05:50:45,-0.1934,-74.7819,71.49,98,100,1.05
427,Guerrero Negro,MX,2021-11-08 05:50:45,27.9769,-114.0611,64.65,84,100,7.83
428,Emba,KZ,2021-11-08 05:50:46,48.8264,58.1442,39.18,48,93,6.24
429,Ornskoldsvik,SE,2021-11-08 05:50:46,63.2909,18.7153,27.55,86,75,9.22
430,Safaga,EG,2021-11-08 05:50:46,26.7292,33.9365,69.75,39,0,11.48
431,Biscarrosse,FR,2021-11-08 05:50:47,44.3945,-1.1672,54.68,100,90,9.22
432,Siniscola,IT,2021-11-08 05:50:47,40.5719,9.6922,47.75,79,93,1.16
433,Tual,ID,2021-11-08 05:50:47,-5.6667,132.75,84.2,75,47,6.73
434,Qala,AZ,2021-11-08 05:50:48,40.4418,50.1681,53.49,87,0,4.61
435,Russell,US,2021-11-08 05:50:48,32.3502,-85.1999,47.43,87,1,3.44
436,Sioux Lookout,CA,2021-11-08 05:50:48,50.1001,-91.917,41.38,93,90,3.44
437,Tarauaca,BR,2021-11-08 05:50:49,-8.1614,-70.7656,72.05,98,100,1.83
438,Canutama,BR,2021-11-08 05:50:49,-6.5339,-64.3831,74.35,94,100,1.21
439,Houma,US,2021-11-08 05:50:49,29.5958,-90.7195,51.8,95,0,3.87
440,Balgazyn,RU,2021-11-08 05:50:50,51.0,95.2,25.2,49,3,3.36
441,Kingsland,US,2021-11-08 05:50:50,30.8,-81.6898,55.42,43,0,4.94
442,Sarangani,PH,2021-11-08 05:50:50,5.4033,125.4636,84.69,76,19,19.66
443,Nouadhibou,MR,2021-11-08 05:50:51,20.931,-17.0347,62.58,72,0,14.97
444,Beira,MZ,2021-11-08 05:50:51,-19.8436,34.8389,77.09,88,75,5.99
445,Asau,RO,2021-11-08 05:50:51,46.4333,26.4,52.75,79,100,3.42
446,Lunglei,IN,2021-11-08 05:50:52,22.8833,92.7333,83.62,34,61,2.98
447,Ust-Tsilma,RU,2021-11-08 05:50:52,65.441,52.1498,22.19,90,36,3.62
448,Salalah,OM,2021-11-08 05:50:52,17.0151,54.0924,82.31,51,34,2.68
449,Charlestown,AU,2021-11-08 05:47:12,-32.95,151.6667,76.21,81,41,7.0
450,Hofn,IS,2021-11-08 05:50:53,64.2539,-15.2082,39.02,98,100,17.18
451,Biu,NG,2021-11-08 05:50:53,10.6129,12.1946,73.78,30,94,3.96
452,Okha,RU,2021-11-08 05:50:53,53.5739,142.9478,30.29,64,96,20.45
453,Mandalgovi,MN,2021-11-08 05:50:54,45.7625,106.2708,27.64,47,6,11.25
454,Ixtapa,MX,2021-11-08 05:50:54,20.7,-105.2,78.22,89,26,2.86
455,Ambilobe,MG,2021-11-08 05:50:54,-13.2,49.05,92.48,39,18,4.88
456,Obsharovka,RU,2021-11-08 05:50:55,53.125,48.8531,39.18,84,98,10.67
457,Knysna,ZA,2021-11-08 05:48:44,-34.0363,23.0471,57.58,91,100,4.65
458,Samarinda,ID,2021-11-08 05:50:55,-0.5,117.15,86.23,70,96,2.37
459,Pandamatenga,BW,2021-11-08 05:50:55,-18.5278,25.627,86.09,19,85,8.48
460,Northampton,US,2021-11-08 05:50:56,40.8754,-75.2499,44.91,82,79,4.23
461,Berlevag,NO,2021-11-08 05:50:56,70.8578,29.0864,27.82,89,99,11.23
462,Eyl,SO,2021-11-08 05:50:56,7.9803,49.8164,82.45,53,31,12.37
463,Folkestone,GB,2021-11-08 05:51:57,51.0833,1.1833,43.95,92,90,5.01
464,Upata,VE,2021-11-08 05:51:57,8.0086,-62.3989,73.18,98,100,3.15
465,Kruisfontein,ZA,2021-11-08 05:51:57,-34.0033,24.7314,57.88,88,100,6.46
466,Soe,ID,2021-11-08 05:51:58,-9.8607,124.284,78.87,67,97,3.94
467,Puerto Quijarro,BO,2021-11-08 05:51:58,-17.7833,-57.7667,69.8,80,95,3.04
468,Qui Nhon,VN,2021-11-08 05:51:58,13.7667,109.2333,81.23,83,48,16.15
469,Jurado,CO,2021-11-08 05:51:58,7.1053,-77.7641,76.21,91,100,7.16
470,Kodiak,US,2021-11-08 05:51:59,57.79,-152.4072,31.96,86,98,12.01
471,Spencer,US,2021-11-08 05:51:59,43.1414,-95.1444,48.83,87,90,0.0
472,Rovaniemi,FI,2021-11-08 05:51:59,66.5,25.7167,15.21,85,0,5.75
473,Fuerte Olimpo,PY,2021-11-08 05:52:00,-21.0415,-57.8738,71.92,78,100,3.71
474,Manitouwadge,CA,2021-11-08 05:52:00,49.1215,-85.8403,48.92,86,100,4.92
475,Pangody,RU,2021-11-08 05:52:00,65.85,74.4859,20.08,89,100,9.82
476,Umm Lajj,SA,2021-11-08 05:52:01,25.0213,37.2685,82.78,28,0,0.63
477,Marystown,CA,2021-11-08 05:52:01,47.1666,-55.1483,43.86,100,12,7.76
478,Qazvin,IR,2021-11-08 05:52:01,36.2797,50.0049,40.62,75,0,2.3
479,Sayyan,YE,2021-11-08 05:52:02,15.1718,44.3244,58.46,24,4,5.73
480,Iquique,CL,2021-11-08 05:52:02,-20.2208,-70.1431,62.64,74,38,0.29
481,Acarau,BR,2021-11-08 05:52:02,-2.8856,-40.12,77.67,86,91,7.11
482,Muros,ES,2021-11-08 05:52:03,42.7762,-9.0603,54.84,85,95,9.19
483,Bend,US,2021-11-08 05:52:03,44.0582,-121.3153,36.99,67,1,3.0
484,Iqaluit,CA,2021-11-08 05:52:03,63.7506,-68.5145,8.33,78,1,15.01
485,Padang,ID,2021-11-08 05:52:04,-0.9492,100.3543,77.05,69,82,8.3
486,Jiuquan,CN,2021-11-08 05:52:04,39.7432,98.5174,35.6,15,5,2.17
487,Trairi,BR,2021-11-08 05:50:22,-3.2778,-39.2689,78.67,81,53,7.16
488,Komsomolskiy,UZ,2021-11-08 05:52:04,40.4272,71.7189,45.32,53,75,4.61
489,Honiara,SB,2021-11-08 05:52:05,-9.4333,159.95,83.12,74,54,1.36
490,At-Bashi,KG,2021-11-08 05:52:05,41.1702,75.8106,28.58,41,47,1.57
491,Alice Springs,AU,2021-11-08 05:52:05,-23.7,133.8833,70.21,77,90,1.99
492,Tomatlan,MX,2021-11-08 05:52:06,19.9333,-105.25,72.41,93,14,3.2
493,Eureka,US,2021-11-08 05:48:03,40.8021,-124.1637,45.21,72,43,5.68
494,Laguna,US,2021-11-08 05:49:21,38.421,-121.4238,52.3,78,1,0.0
495,Haines Junction,CA,2021-11-08 05:52:06,60.7522,-137.5108,17.06,69,20,2.44
496,Segou,ML,2021-11-08 05:52:07,13.4317,-6.2157,82.06,24,48,6.42
497,San Patricio,US,2021-11-08 05:52:07,28.017,-97.5169,70.83,75,1,5.97
498,Opuwo,NA,2021-11-08 05:52:07,-18.0607,13.84,74.89,25,63,1.16
499,Bereznik,RU,2021-11-08 05:52:07,62.8551,42.7072,27.25,87,99,5.95
500,Bacolod,PH,2021-11-08 05:49:18,10.6667,122.95,87.3,71,36,12.06
501,Palembang,ID,2021-11-08 05:49:39,-2.9167,104.7458,89.69,62,40,2.3
502,Zeya,RU,2021-11-08 05:52:08,53.75,127.2667,22.87,44,0,1.52
503,Lebu,CL,2021-11-08 05:52:08,-37.6167,-73.65,52.03,95,68,9.28
504,Acari,PE,2021-11-08 05:52:09,-15.4311,-74.6158,66.47,76,65,2.93
505,General Pico,AR,2021-11-08 05:52:09,-35.6566,-63.7568,57.43,64,1,7.99
506,Praya,CV,2021-11-08 05:50:36,14.9215,-23.5087,75.74,73,40,11.5
507,Baruun-Urt,MN,2021-11-08 05:52:09,46.6806,113.2792,28.38,47,7,10.58
508,Camopi,GF,2021-11-08 05:52:10,3.1655,-52.3158,71.51,100,99,1.45
509,Colomi,BO,2021-11-08 05:52:10,-17.35,-65.8667,53.62,86,98,3.15
510,Mehamn,NO,2021-11-08 05:52:10,71.0357,27.8492,28.78,84,100,16.89
511,Mitsamiouli,KM,2021-11-08 05:52:46,-11.3847,43.2844,88.09,51,20,12.66
512,Edea,CM,2021-11-08 05:53:11,3.8,10.1333,74.98,97,93,1.52
513,Petropavlovsk-Kamchatskiy,RU,2021-11-08 05:53:11,53.0452,158.6483,32.59,60,75,4.47
514,Sao Bento Do Sul,BR,2021-11-08 05:53:11,-26.2503,-49.3786,57.24,91,100,1.16
515,Centralia,US,2021-11-08 05:53:12,46.7162,-122.9543,44.51,84,90,8.05
516,Rohru,IN,2021-11-08 05:53:12,31.2167,77.75,63.97,25,0,4.63
517,Kulu,TR,2021-11-08 05:53:12,39.0951,33.0799,55.72,55,91,4.54
518,Floro,NO,2021-11-08 05:53:13,61.5996,5.0328,39.27,81,0,6.91
519,Morant Bay,JM,2021-11-08 05:53:13,17.8815,-76.4093,80.22,84,83,3.09
520,Bathsheba,BB,2021-11-08 05:53:13,13.2167,-59.5167,81.21,74,40,13.8
521,Neftcala,AZ,2021-11-08 05:53:14,39.3742,49.2472,59.56,65,61,6.98
522,Imbituba,BR,2021-11-08 05:53:14,-28.24,-48.6703,67.82,76,93,1.52
523,Port Lavaca,US,2021-11-08 05:53:14,28.615,-96.6261,61.99,94,1,0.0
524,Port Hedland,AU,2021-11-08 05:53:15,-20.3167,118.5667,82.45,51,61,21.85
525,Windhoek,NA,2021-11-08 05:53:15,-22.5594,17.0832,63.09,40,71,2.3
526,Kushiro,JP,2021-11-08 05:53:15,42.975,144.3747,49.15,81,75,2.3
527,Pouso Alegre,BR,2021-11-08 05:53:16,-22.23,-45.9364,65.84,96,13,2.13
528,Shalinskoye,RU,2021-11-08 05:53:16,55.7228,93.7594,37.72,53,89,19.33
529,Ust-Maya,RU,2021-11-08 05:53:16,60.4167,134.5333,11.82,95,100,5.28
530,Jabinyanah,TN,2021-11-08 05:53:17,35.035,10.9081,57.0,38,2,8.28
531,Mandapeta,IN,2021-11-08 05:53:17,16.8667,81.9333,82.74,58,56,9.19
532,Petropavlivka,UA,2021-11-08 05:53:17,48.4564,36.4367,49.33,72,100,11.27
533,Tezu,IN,2021-11-08 05:53:17,27.9167,96.1667,82.18,29,0,3.67
534,Pisco,PE,2021-11-08 05:53:18,-13.7,-76.2167,64.45,82,20,6.91
535,Erenhot,CN,2021-11-08 05:53:18,43.6475,111.9767,25.59,65,23,13.62
536,Vokhtoga,RU,2021-11-08 05:53:18,58.8147,41.0461,39.4,97,100,8.34
537,Comodoro Rivadavia,AR,2021-11-08 05:53:19,-45.8667,-67.5,53.46,66,0,11.5
538,Sungai Besar,MY,2021-11-08 05:53:19,3.6746,100.9867,93.25,68,87,8.84
539,Ancud,CL,2021-11-08 05:53:19,-41.8697,-73.8203,53.42,94,94,3.22
540,Bud,US,2021-11-08 05:53:20,39.447,-86.1758,48.34,87,33,6.89
541,Lerwick,GB,2021-11-08 05:53:20,60.1545,-1.1494,39.2,61,99,4.59
542,Morbegno,IT,2021-11-08 05:53:20,46.1383,9.57,51.6,69,48,8.21
543,Kununurra,AU,2021-11-08 05:53:21,-15.7667,128.7333,91.38,55,40,18.41
544,Udachnyy,RU,2021-11-08 05:53:21,66.4167,112.4,20.73,88,85,10.49
545,Champerico,GT,2021-11-08 05:53:21,14.3,-91.9167,79.03,82,81,3.83
546,Phan Thiet,VN,2021-11-08 05:53:22,10.9333,108.1,86.76,69,36,14.29
547,Riachao Das Neves,BR,2021-11-08 05:53:22,-11.7461,-44.91,68.52,97,94,0.65
548,Poum,NC,2021-11-08 05:53:22,-20.2333,164.0167,76.42,78,95,13.24
549,Uruzgan,AF,2021-11-08 05:53:23,32.8333,66.0,59.25,33,2,2.71
550,Kamyzyak,RU,2021-11-08 05:53:23,46.11,48.0736,46.38,75,90,8.95
551,Sakakah,SA,2021-11-08 05:53:23,29.9697,40.2064,60.37,25,0,4.36
552,Alghero,IT,2021-11-08 05:53:23,40.5589,8.3181,55.99,93,0,2.3
553,Fort Nelson,CA,2021-11-08 05:52:30,58.8053,-122.7002,24.39,93,90,2.3
554,Manakara,MG,2021-11-08 05:53:24,-22.1333,48.0167,81.1,68,56,9.42
